id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90,ageStandardisedIncidence
1185,IMD4/Early Stage*,2019,0.26262686,2.0849814,3.5923042,5.0572433,7.1980076,5.242157,8.8364983,7.229373,6.9458914,5.1036034,2.1905024
1186,IMD4/Early Stage*,2020,0.30877578,1.489096,3.7554078,4.2067885,5.0022674,6.2609282,4.8622093,6.250093,3.9249549,4.1916418,1.8288013
1187,IMD4/Early Stage*,2021,0.29235512,1.7107942,4.310554,5.4824734,6.1095157,8.4672136,9.3501863,8.6133261,8.6260433,8.0753431,2.4660954
1188,IMD4/Early Stage*,2022,0,0,0,0,0,0,0,0,0,0,0
1189,IMD4/Early Stage*,2023,0,0,0,0,0,0,0,0,0,0,0
1190,,,,,,,,,,,,,
1191,IMD4/Advanced Stage*,All Years,,,,,,,,,,,
1192,IMD4/Advanced Stage*,2016,0.35430282,2.3326821,3.4725454,6.5747042,4.3435769,5.9565606,10.042448,8.8410673,7.4363661,8.2101803,2.3527069
1193,IMD4/Advanced Stage*,2017,0.354974,2.0710466,3.3799312,5.2440405,6.1233144,7.8824077,6.2730565,11.523024,5.1643825,6.2789841,2.3060014
1194,IMD4/Advanced Stage*,2018,0.4321219,1.951448,5.3997602,3.3349857,6.4637675,6.2668715,8.617136,6.8374581,10.659087,17.670498,2.4723432
1195,IMD4/Advanced Stage*,2019,0.18538368,1.3491056,3.079118,3.4210765,5.9183617,5.858881,7.2901111,8.1330442,8.9304323,16.161409,2.0218837
1196,IMD4/Advanced Stage*,2020,0.27789819,2.6059182,4.6316695,5.0771585,8.2295361,7.024456,8.4560156,9.2263279,10.303006,9.221612,2.5771275
1197,IMD4/Advanced Stage*,2021,0.30697289,2.2371924,3.2329154,6.1090417,7.7757473,10.860122,12.302877,11.484435,17.827158,20.188358,3.1397281
1198,IMD4/Advanced Stage*,2022,0,0,0,0,0,0,0,0,0,0,0
1199,IMD4/Advanced Stage*,2023,0,0,0,0,0,0,0,0,0,0,0
1200,,,,,,,,,,,,,
1201,IMD5/Early Stage*,All Years,,,,,,,,,,,
1202,IMD5/Early Stage*,2016,0.54499292,2.1611185,4.4119735,5.4647112,7.2667689,7.4177294,8.1251459,6.2870936,6.5305305,8.8037472,2.5371222
1203,IMD5/Early Stage*,2017,0.51533282,2.5132453,3.2219479,4.0251727,4.0891123,7.0257912,6.3580427,6.1288218,7.8369136,10.257375,2.1450777
1204,IMD5/Early Stage*,2018,0.41976389,2.041424,3.2776654,2.7418501,6.742105,6.700882,7.2488389,8.0205564,5.754899,5.0398993,2.1095648
1205,IMD5/Early Stage*,2019,0.33992231,2.0534997,3.0685201,2.3952813,4.3132577,5.6887846,7.3044138,4.0297279,5.1485596,6.4139051,1.7502239
1206,IMD5/Early Stage*,2020,0.19430666,2.2028859,3.3672888,4.0940104,4.3675184,5.347681,5.7219696,6.8246188,7.3482809,7.0674706,1.8252342
1207,IMD5/Early Stage*,2021,0.31888184,2.6212251,4.4539881,5.014503,7.766818,10.578888,8.9324036,10.149598,7.6165924,6.163518,2.7114227
1208,IMD5/Early Stage*,2022,0,0,0,0,0,0,0,0,0,0,0
1209,IMD5/Early Stage*,2023,0,0,0,0,0,0,0,0,0,0,0
1210,,,,,,,,,,,,,
1211,IMD5/Advanced Stage*,All Years,,,,,,,,,,,
1212,IMD5/Advanced Stage*,2016,0.25646725,1.8009322,3.3089802,4.9963074,4.8445125,5.4749908,9.5589962,8.1732216,13.061061,7.9233723,2.1994102
1213,IMD5/Advanced Stage*,2017,0.38649964,2.0345321,2.5507088,3.7155442,4.9978042,6.8661141,7.0644917,7.3545861,8.3267212,10.257375,2.0790145
1214,IMD5/Advanced Stage*,2018,0.17759243,1.2008377,2.4910257,4.5697503,4.5470009,6.0917106,9.2875748,7.7234988,13.428098,7.5598488,2.0247726
1215,IMD5/Advanced Stage*,2019,0.12949422,2.0534997,3.0685201,3.8923321,5.112009,6.8864236,5.8005638,9.2108068,9.3610172,10.422596,1.9881458
1216,IMD5/Advanced Stage*,2020,0.080961108,1.4685905,3.2425745,3.8015809,6.1468782,6.3875079,6.5393939,7.3933368,11.022422,12.564392,1.9858929
1217,IMD5/Advanced Stage*,2021,0.27539796,2.8833475,3.509203,5.014503,6.8421969,5.9390249,10.917382,14.861911,11.717834,15.408795,2.710166
1218,IMD5/Advanced Stage*,2022,0,0,0,0,0,0,0,0,0,0,0
1219,IMD5/Advanced Stage*,2023,0,0,0,0,0,0,0,0,0,0,0
1220,,,,,,,,,,,,,
1221,East Midlands/Emergency route*,All Years,,,,,,,,,,,
1222,East Midlands/Emergency route*,2016,0.10229339,0,0.33375609,2.2648518,0.7133711,0.90507567,0,0.8534171,0,0,0.32580885
1223,East Midlands/Emergency route*,2017,0.16962452,0,0.64551109,0,0.37341857,0.41349483,0.61407334,0.83827919,2.7265043,0,0.27305943
1224,East Midlands/Emergency route*,2018,0.067694448,0.5746879,0.31332442,0.36743632,0.38389927,1.1840719,0.59173,2.4444897,2.6970534,4.802382,0.37751314
1225,East Midlands/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1226,East Midlands/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1227,East Midlands/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1228,East Midlands/Emergency route*,2022,0.033689898,0,0,0.65542608,1.9438462,2.0078306,0.468876,1.5421509,3.8018477,2.2618294,0.4041343
1229,East Midlands/Emergency route*,2023,0.067379795,0,0.57956064,0.65542608,0.38876924,0.40156612,0.468876,0.77107543,2.5345652,0,0.2356097
1230,,,,,,,,,,,,,
1231,East Midlands/Non-emergency route*,All Years,,,,,,,,,,,
1232,East Midlands/Non-emergency route*,2016,1.0229338,7.3061604,9.6789265,16.608913,18.190962,18.55405,21.208775,17.921759,18.042274,19.377968,6.4500999
1233,East Midlands/Non-emergency route*,2017,1.4248459,7.5097408,10.973689,15.314965,19.044348,15.712803,9.8251734,17.603863,9.5427656,11.970887,5.9560585
1234,East Midlands/Non-emergency route*,2018,0.84618062,7.7582865,9.0864086,14.697453,18.811064,15.787625,15.976709,18.741087,17.530848,12.005955,5.8463216
1235,East Midlands/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1236,East Midlands/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1237,East Midlands/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1238,East Midlands/Non-emergency route*,2022,0.97700697,6.6857357,12.750334,15.0748,14.773231,14.45638,13.128529,17.734735,26.612934,20.356464,5.9038501
1239,East Midlands/Non-emergency route*,2023,0.64010805,6.6857357,10.142311,10.159104,9.7192307,13.251681,15.004032,16.963659,19.009239,20.356464,4.8373618
1240,,,,,,,,,,,,,
1241,East of England/Emergency route*,All Years,,,,,,,,,,,
1242,East of England/Emergency route*,2016,0.078415342,0.22700599,0.26169857,0.59753931,0.27919781,1.4075933,0.47418535,1.2344384,0.97329283,3.335557,0.30010542
1243,East of England/Emergency route*,2017,0.078319065,0.44880986,0.76184672,0.88395709,0.29718125,0,0,0.60756296,0.95542926,0,0.22761427
1244,East of England/Emergency route*,2018,0.05219328,0,0.49453783,0.57873052,0.61484355,0.913598,0.91144824,0.59371495,0,0,0.2295038
1245,East of England/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1246,East of England/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1247,East of England/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1248,East of England/Emergency route*,2022,0.05168644,0.68453455,0,1.0417182,0.92161649,0.31816939,0.7126441,1.7341341,0.89409453,1.5262049,0.3090792
1249,East of England/Emergency route*,2023,0.077529654,0.91271269,0.22785583,0.26042956,0.614411,0.31816939,0.35632205,1.1560894,1.7881891,0,0.26129842
1250,,,,,,,,,,,,,
1251,East of England/Non-emergency route*,All Years,,,,,,,,,,,
1252,East of England/Non-emergency route*,2016,1.0193994,4.5401201,10.206244,11.054478,16.193474,12.66834,13.27719,18.516575,26.278906,23.3489,5.4120493
1253,East of England/Non-emergency route*,2017,1.174786,6.956553,5.8408246,10.01818,13.373156,18.460814,18.317772,21.872267,18.153154,32.931026,5.7240119
1254,East of England/Non-emergency route*,2018,0.86118913,6.4781017,5.6871848,6.3660355,11.067183,11.876774,19.140413,17.811447,18.06908,24.538271,4.6602769
1255,East of England/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1256,East of England/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1257,East of England/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1258,East of England/Non-emergency route*,2022,0.56855083,5.4762764,7.7470984,10.156753,9.5233707,15.908469,19.954035,19.653521,16.987795,22.893074,4.9355779
1259,East of England/Non-emergency route*,2023,0.62023723,6.617167,5.4685397,8.333746,12.902631,12.090437,13.540237,21.387653,13.411418,28.997894,4.5786438
1260,,,,,,,,,,,,,
1261,London/Emergency route*,All Years,,,,,,,,,,,
1262,London/Emergency route*,2016,0.093565308,0.54529887,0.22447747,0.86584085,0,1.3066486,2.2027402,2.1891258,2.37572,2.0032854,0.42562607
1263,London/Emergency route*,2017,0.031262096,0,1.0835433,0.84279609,1.6708996,0.81218272,1.1045879,4.339807,4.667717,0,0.49527103
1264,London/Emergency route*,2018,0.10930136,0.17571913,0.83563483,1.9023962,0.33602378,1.1712711,3.841974,0.71159691,2.3148148,1.9825143,0.55049533
1265,London/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1266,London/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1267,London/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1268,London/Emergency route*,2022,0.063626043,0.70293951,1.1500686,0.71243,0.62875092,0.76127833,1.4410537,2.1478739,1.123015,7.5813575,0.48216093
1269,London/Emergency route*,2023,0.079532549,0.87867439,0.57503432,1.1873833,0.62875092,1.1419175,0.96070248,0.715958,2.2460301,0,0.40033695
1270,,,,,,,,,,,,,
1271,London/Non-emergency route*,All Years,,,,,,,,,,,
1272,London/Non-emergency route*,2016,0.7641167,5.6347551,9.6525316,15.296521,15.983456,15.244234,18.723291,13.134755,11.878601,18.029568,5.4828267
1273,London/Non-emergency route*,2017,0.68776608,5.5292172,7.1513863,10.956348,13.701377,17.461929,16.016525,15.912625,19.837797,17.950815,5.0710273
1274,London/Non-emergency route*,2018,0.59335023,4.7444167,9.8187094,13.045003,13.44095,17.178642,18.661016,16.366728,10.416667,23.790171,5.2629142
1275,London/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1276,London/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1277,London/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1278,London/Non-emergency route*,2022,0.66807342,3.6904325,7.6671243,12.11131,16.6619,19.031958,22.096157,15.035118,19.091257,22.744072,5.532433
1279,London/Non-emergency route*,2023,0.60444742,5.0963116,3.8335621,13.061216,10.688766,14.464289,15.37124,22.194698,19.091257,7.5813575,4.6013055
1280,,,,,,,,,,,,,
1281,North East/Emergency route*,All Years,,,,,,,,,,,
1282,North East/Emergency route*,2016,0.063207813,0.51577497,1.1165886,0,0,1.6752664,2.1159766,1.4412129,4.9210176,0,0.42548725
1283,North East/Emergency route*,2017,0.12707393,0.51869911,1.0937508,0.6212762,0.65171629,0.75842035,1.0655642,1.415308,0,4.579803,0.41976312
1284,North East/Emergency route*,2018,0.063802525,0,0.53860158,0,1.3277656,1.430912,3.1911838,0,0,0,0.3461487
1285,North East/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1286,North East/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1287,North East/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1288,North East/Emergency route*,2022,0.12698816,0.55361789,1.0407615,1.1095455,1.2854214,0,2.6117845,0,0,4.2222595,0.46783039
1289,North East/Emergency route*,2023,0.12698816,0.55361789,0,0,0.64271069,2.8111603,3.4823792,1.3797671,2.2142019,0,0.49912551
1290,,,,,,,,,,,,,
1291,North East/Non-emergency route*,All Years,,,,,,,,,,,
1292,North East/Non-emergency route*,2016,1.5169874,9.7997246,7.2578259,17.155602,12.477618,15.91503,22.217754,17.294556,17.223562,23.181417,6.4057002
1293,North East/Non-emergency route*,2017,1.2707393,5.1869912,13.12501,19.880838,12.382609,16.685247,13.852334,11.322464,12.001344,18.319212,5.8998895
1294,North East/Non-emergency route*,2018,1.084643,4.1957526,12.387836,22.423698,15.269304,20.032768,22.338287,17.976658,26.021338,13.812155,6.8188057
1295,North East/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1296,North East/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1297,North East/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1298,North East/Non-emergency route*,2022,0.6349408,8.8578863,9.8872337,17.197954,14.139635,14.758592,14.800112,22.076273,26.570423,12.66678,5.8666582
1299,North East/Non-emergency route*,2023,0.69843489,6.6434145,9.8872337,15.533636,17.353189,15.461382,23.50606,16.557205,24.35622,21.1113,6.1238961
1300,,,,,,,,,,,,,
1301,North West/Emergency route*,All Years,,,,,,,,,,,
1302,North West/Emergency route*,2016,0.022032842,0.38408062,0.65256405,1.0069962,0.48341289,1.259795,0.40772557,1.6950877,1.8925594,3.4110484,0.35392466
1303,North West/Emergency route*,2017,0.088073544,0.76605755,0.84346014,0.24723223,1.2734182,0.86466044,0.80868852,1.1116114,1.8636898,3.3847249,0.41221917
1304,North West/Emergency route*,2018,0.021995449,0.57517982,0.61676997,0.48546401,0.52330405,0.54993552,0.79384923,0.54077733,0,0,0.2244496
1305,North West/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1306,North West/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1307,North West/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1308,North West/Emergency route*,2022,0.043304458,0.9848491,0.97164541,0.43423697,0.78149831,1.1100135,0.66395551,2.0881732,3.4724333,0,0.41389847
1309,North West/Emergency route*,2023,0.064956687,0,0.58298725,0.65135545,0.52099884,1.6650201,0,1.0440866,0.86810833,3.2160544,0.29978934
1310,,,,,,,,,,,,,
1311,Norht West/Non-emergency route*,All Years,,,,,,,,,,,
1312,Norht West/Non-emergency route*,2016,1.0135107,6.9134512,14.138887,14.853192,19.819929,18.896923,17.939926,19.210993,17.033035,10.233145,6.5030432
1313,Norht West/Non-emergency route*,2017,1.1229377,9.3842049,14.127957,14.092237,21.902792,17.293209,16.578115,13.339336,16.773207,15.231261,6.5755706
1314,Norht West/Non-emergency route*,2018,0.9458043,10.16151,10.69068,18.447632,16.484077,15.398194,17.861609,13.519433,19.479616,13.505301,6.2462296
1315,Norht West/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1316,Norht West/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1317,Norht West/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1318,Norht West/Non-emergency route*,2022,0.58461022,7.2878833,10.882429,11.724399,19.016459,18.037718,13.943066,24.01399,13.889733,19.296328,5.7847586
1319,Norht West/Non-emergency route*,2023,0.8011325,5.1212153,9.9107838,14.981175,17.192963,16.650202,22.24251,17.749472,19.098383,20.904354,5.9973269
1320,,,,,,,,,,,,,
1321,South East/Emergency route*,All Years,,,,,,,,,,,
1322,South East/Emergency route*,2016,0.035435103,0,0.35341871,0,0.97600776,0.73275465,0.99088389,0.42961785,3.3238935,1.0857881,0.24599788
1323,South East/Emergency route*,2017,0.035460796,0.15021715,0,0.20262562,0.41392183,0.44472215,0.97578108,1.2704382,0,3.2135742,0.19223358
1324,South East/Emergency route*,2018,0.035503995,0.14991964,0.66605836,0.39706412,0.21365148,0.85140985,0.94268775,0.82796538,1.9430807,0,0.24114363
1325,South East/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1326,South East/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1327,South East/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1328,South East/Emergency route*,2022,0.017620292,0.46098316,0.61433363,0.53273386,0.84809011,1.1032,0.49372843,0,0.61082876,0,0.24562943
1329,South East/Emergency route*,2023,0.017620292,0.61464423,0.46075022,1.0654677,0.84809011,0.88255996,1.9749137,1.1849746,1.2216575,0,0.36536902
1330,,,,,,,,,,,,,
1331,South East/Non-emergency route*,All Years,,,,,,,,,,,
1332,South East/Non-emergency route*,2016,0.86816001,5.6221347,10.77927,12.368049,13.85931,16.853355,16.184437,16.325478,17.949024,20.629974,5.501842
1333,South East/Non-emergency route*,2017,0.88651997,6.7597713,8.9195967,9.1181526,12.417655,15.342915,17.56406,16.515696,18.954992,16.067871,5.1513991
1334,South East/Non-emergency route*,2018,0.76333588,6.4465446,9.1583023,10.720731,10.468923,16.176786,13.826087,13.661428,18.783113,27.731262,4.9936953
1335,South East/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1336,South East/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1337,South East/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1338,South East/Non-emergency route*,2022,0.68719137,3.9951873,6.9112535,9.9443645,10.813148,13.679679,16.046173,15.404669,10.384089,14.978281,4.355958
1339,South East/Non-emergency route*,2023,0.56384933,5.9927812,8.7542543,9.4116306,11.873261,13.900319,15.552445,16.194653,22.600664,9.9855213,4.7110419
1340,,,,,,,,,,,,,
1341,South West/Emergency route*,All Years,,,,,,,,,,,
1342,South West/Emergency route*,2016,0,0,0,0.30721778,0.27972186,1.035504,0.94646776,0,0,4.7134981,0.17058666
1343,South West/Emergency route*,2017,0.030641507,0.2476774,0.27024397,0.9077183,1.1769934,0.9453851,0.46329543,0,0.9416728,3.1263678,0.28398216
1344,South West/Emergency route*,2018,0.061280575,0.24719924,0.52628672,0.29727489,0.30297247,0.30128741,0.88895607,2.3967021,0,1.5604032,0.24953791
1345,South West/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1346,South West/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1347,South West/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1348,South West/Emergency route*,2022,0.060852293,0,0.48494843,0.26613864,0.30407429,0.61583751,0.34706074,1.1260945,0,0,0.17416061
1349,South West/Emergency route*,2023,0.030426146,0,0.48494843,0.26613864,0.91222286,1.231675,0.69412148,1.1260945,0,2.9162595,0.26288575
1350,,,,,,,,,,,,,
1351,South West/Non-emergency route*,All Years,,,,,,,,,,,
1352,South West/Non-emergency route*,2016,0.64481264,7.7702999,8.9309387,11.981493,10.069986,16.568064,18.929356,16.789373,18.186518,25.138655,5.3200026
1353,South West/Non-emergency route*,2017,1.0724528,5.4489031,9.9990273,14.523493,11.181437,16.071547,12.508976,16.499432,17.891783,17.195023,5.3286939
1354,South West/Non-emergency route*,2018,1.2562518,4.2023869,10.788877,9.5127964,12.724843,14.461795,13.778819,19.173616,19.599607,17.164434,5.2516131
1355,South West/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1356,South West/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1357,South West/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1358,South West/Non-emergency route*,2022,0.76065361,4.8586516,9.9414425,9.5809917,12.77112,12.31675,15.270673,15.202274,15.91118,8.7487783,4.6604457
1359,South West/Non-emergency route*,2023,0.94321048,3.3243406,5.0919585,8.7825756,12.77112,14.164263,11.800065,12.950086,17.679089,18.955687,4.327117
1360,,,,,,,,,,,,,
1361,West Midlands/Emergency route*,All Years,,,,,,,,,,,
1362,West Midlands/Emergency route*,2016,0.081393279,0.49520394,0,0.64479315,0,0.38141298,0.50672936,0.69009304,3.3688939,1.9811395,0.24993871
1363,West Midlands/Emergency route*,2017,0.054126278,0.49038237,0.55138189,0,0.98385173,0.35671225,1.5029156,2.0263014,1.0966595,3.9083874,0.34143901
1364,West Midlands/Emergency route*,2018,0.054079778,0.48625597,0.26861358,0.31362414,0.66889858,1.0398866,0.9719401,0.6572634,1.0872283,0,0.26370528
1365,West Midlands/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1366,West Midlands/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1367,West Midlands/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1368,West Midlands/Emergency route*,2022,0.053790335,0.49003634,0.24951781,1.1349481,1.0054934,0.35497749,0.40729049,0,1.0169629,0,0.25602725
1369,West Midlands/Emergency route*,2023,0.10758067,0.49003634,0.7485534,0,0.67032892,2.1298649,2.0364525,3.786134,0,0,0.46805552
1370,,,,,,,,,,,,,
1371,West Midlands/Non-emergency route*,All Years,,,,,,,,,,,
1372,West Midlands/Non-emergency route*,2016,0.89532608,7.6756611,11.676288,14.507846,14.182653,17.544996,16.21534,17.252325,14.59854,7.9245582,5.7483158
1373,West Midlands/Non-emergency route*,2017,0.89308357,7.3557358,12.406093,13.688426,14.757775,13.198354,14.027213,22.964748,15.353234,7.8167748,5.602653
1374,West Midlands/Non-emergency route*,2018,0.86527646,5.5919437,9.401475,14.113087,14.381319,16.291557,16.522982,18.403376,17.395653,25.361895,5.6182437
1375,West Midlands/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1376,West Midlands/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1377,West Midlands/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1378,West Midlands/Non-emergency route*,2022,0.88754052,5.6354179,9.9807119,11.349482,16.087894,13.134168,12.218715,20.823736,15.254444,7.2539988,5.1178355
1379,West Midlands/Non-emergency route*,2023,0.5916937,8.3306179,10.479748,8.5121117,12.401085,19.87874,15.88433,17.037603,22.373184,12.694498,5.3358393
1380,,,,,,,,,,,,,
1381,Yorkshire and The Humber/Emergency route*,All Years,,,,,,,,,,,
1382,Yorkshire and The Humber/Emergency route*,2016,0.058703069,0.78940308,0.29448229,0.3379463,0.97507703,1.6908314,0.55050921,2.2285116,0,0,0.34638917
1383,Yorkshire and The Humber/Emergency route*,2017,0,0.26152885,0.28716901,0.33225131,1.3687381,0,0.55075479,0,3.6752996,0,0.20934837
1384,Yorkshire and The Humber/Emergency route*,2018,0.059037663,0,1.6862648,0.6512028,2.1074371,1.1005701,2.1672113,0,1.2082256,0,0.46044174
1385,Yorkshire and The Humber/Emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1386,Yorkshire and The Humber/Emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1387,Yorkshire and The Humber/Emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
1388,Yorkshire and The Humber/Emergency route*,2022,0.029554714,0.53054339,1.0610924,0.29529274,1.0467843,1.1138297,0,1.4082326,2.2423034,2.0793912,0.34475389
1389,Yorkshire and The Humber/Emergency route*,2023,0.11821885,0.26527169,1.3263655,0.88587821,1.7446405,0,0.44086075,0.70411628,0,2.0793912,0.38203543
1390,,,,,,,,,,,,,
1391,Yorkshire and The Humber/Non-emergency route*,All Years,,,,,,,,,,,
1392,Yorkshire and The Humber/Non-emergency route*,2016,1.1153582,6.3152246,13.251703,15.883476,13.651078,18.176437,22.020369,18.57093,26.130779,20.138283,6.5348673
1393,Yorkshire and The Humber/Non-emergency route*,2017,1.1770986,9.6765671,14.645619,12.625549,15.398303,19.609653,9.3628321,16.742615,18.376497,8.8609276,6.089613
1394,Yorkshire and The Humber/Non-emergency route*,2018,0.97412145,6.7885118,10.679677,11.72165,16.859497,15.407981,16.795887,15.651234,25.372738,19.962736,5.8078942
1395,Yorkshire and The Humber/Non-emergency route*,2019,0,0,0,0,0,0,0,0,0,0,0
1396,Yorkshire and The Humber/Non-emergency route*,2020,0,0,0,0,0,0,0,0,0,0,0
1397,Yorkshire and The Humber/Non-emergency route*,2021,0,0,0,0,0,0,0,0,0,0,0
