quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
1.5,.76999998,.75,.77999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.75,.74000001,.76999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.73000002,.72000003,.75,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.73000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.69,.72000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.69,.68000001,.70999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.68000001,.66000003,.69,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.67000002,.64999998,.68000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.64999998,.63999999,.67000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.64999998,.63,.66000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.63999999,.62,.66000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.62,.60000002,.63999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.61000001,.58999997,.63,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.60000002,.57999998,.62,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.91000003,.89999998,.92000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.88,.87,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.85000002,.83999997,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.82999998,.81,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.81,.79000002,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.79000002,.76999998,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.76999998,.75999999,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.75999999,.74000001,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.75,.73000002,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.74000001,.72000003,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.73000002,.70999998,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.70999998,.69999999,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.69999999,.69,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.69,.68000001,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.67000002,.64999998,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94999999,.95999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.92000002,.89999998,.93000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.88999999,.87,.89999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.86000001,.85000002,.88,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.83999997,.81999999,.85000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.79000002,.76999998,.80000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.76999998,.75999999,.79000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.75,.73000002,.75999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.73000002,.72000003,.75,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.70999998,.69,.73000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.67000002,.63999999,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.88,.86000001,.88999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.83999997,.82999998,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.81,.80000001,.82999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.79000002,.76999998,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.76999998,.75,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.75,.73000002,.76999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.73000002,.70999998,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.69,.67000002,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.66000003,.63999999,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.64999998,.63,.68000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.63999999,.62,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.63,.61000001,.66000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.62,.58999997,.64999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.60000002,.57999998,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.60000002,.56999999,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.88999999,.88,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.83999997,.82999998,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.81,.80000001,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.76999998,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.75,.73000002,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.73000002,.70999998,.75,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.70999998,.69,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.69,.66000003,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.68000001,.64999998,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.67000002,.64999998,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.66000003,.63999999,.68000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.64999998,.63,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.62,.60000002,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.62,.58999997,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.61000001,.57999998,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.72000003,.69,.75999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.61000001,.56999999,.64999998,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.54000002,.5,.57999998,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.5,.46000001,.54000002,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.47,.43000001,.50999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.44,.40000001,.47999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.41999999,.37,.46000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.40000001,.36000001,.44,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.38,.34,.41999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.37,.33000001,.41,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.36000001,.31999999,.40000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.36000001,.31999999,.40000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.34999999,.31,.38,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.34,.30000001,.38,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.34,.30000001,.38,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.33000001,.28999999,.37,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.33000001,.28999999,.37,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.33000001,.28999999,.37,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.31999999,.28999999,.36000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
5,.31999999,.28,.36000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.95999998,.94999999,.95999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.92000002,.91000003,.92000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.88,.87,.88999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.85000002,.83999997,.86000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.81999999,.81999999,.82999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.80000001,.80000001,.81,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.79000002,.77999997,.79000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.76999998,.75999999,.77999997,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.75999999,.75,.75999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.74000001,.73000002,.75,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.73000002,.72000003,.74000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.70999998,.69999999,.72000003,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.69999999,.69,.70999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.69,.68000001,.69999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.68000001,.67000002,.69,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.67000002,.66000003,.68000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.66000003,.64999998,.67000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.66000003,.64999998,.67000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.64999998,.63999999,.66000003,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,.99000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,.98000002,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.75,.97000003,.95999998,.97000003,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.94999999,.94999999,.95999998,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.25,.93000001,.93000001,.94,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
