quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
4,.50999999,.49000001,.51999998,All Persons,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.49000001,.47999999,.50999999,All Persons,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.47999999,.47,.5,All Persons,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.47999999,.46000001,.49000001,All Persons,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
5,.47,.44999999,.49000001,All Persons,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.5,.87,.86000001,.88,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.75,.81,.79000002,.81999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1,.75999999,.74000001,.76999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.72000003,.69999999,.73000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.69,.67000002,.69999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.66000003,.63999999,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2,.63999999,.62,.66000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.62,.61000001,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.61000001,.58999997,.62,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.58999997,.57999998,.61000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3,.57999998,.56999999,.60000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.57999998,.56,.58999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.56,.55000001,.57999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.55000001,.54000002,.56999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4,.54000002,.52999997,.56,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.50999999,.54000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.51999998,.5,.52999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.50999999,.49000001,.52999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
5,.5,.47999999,.51999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.94999999,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.88999999,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.75,.81999999,.81,.82999998,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1,.77999997,.76999998,.79000002,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.74000001,.73000002,.75,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.70999998,.69999999,.73000002,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.69,.68000001,.70999998,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2,.67000002,.64999998,.68000001,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.64999998,.63999999,.67000002,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.63999999,.62,.64999998,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.63,.61000001,.63999999,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3,.62,.60000002,.63,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.61000001,.58999997,.62,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.58999997,.57999998,.61000001,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.56,.60000002,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4,.56999999,.56,.58999997,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.56,.54000002,.57999998,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.55000001,.52999997,.56999999,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.54000002,.51999998,.55000001,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
5,.52999997,.50999999,.54000002,All Persons,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.94999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.88999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.75,.81999999,.81,.83999997,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1,.77999997,.76999998,.79000002,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.75,.74000001,.75999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.70999998,.74000001,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.68000001,.70999998,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2,.68000001,.67000002,.69999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.66000003,.63999999,.68000001,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.63999999,.63,.66000003,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.63,.61000001,.63999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3,.62,.60000002,.63,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.61000001,.58999997,.63,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.57999998,.62,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.58999997,.57999998,.61000001,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4,.57999998,.56,.60000002,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.56999999,.56,.58999997,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.56999999,.55000001,.58999997,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.55000001,.54000002,.56999999,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
5,.54000002,.51999998,.56,All Persons,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.88999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.75,.82999998,.81999999,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1,.79000002,.77999997,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.75999999,.74000001,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.73000002,.70999998,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.69,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2,.69,.67000002,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.67000002,.64999998,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.66000003,.63999999,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.63999999,.63,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3,.63,.62,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.62,.61000001,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.61000001,.58999997,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.60000002,.58999997,.62,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4,.58999997,.56999999,.61000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.57999998,.56,.58999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.56,.55000001,.57999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.56,.54000002,.57999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
5,.55000001,.52999997,.56999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.5,.88,.86000001,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.75,.81,.80000001,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.25,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.5,.70999998,.68000001,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.75,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2,.66000003,.63,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.25,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.5,.62,.60000002,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.75,.61000001,.57999998,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3,.60000002,.56999999,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.25,.58999997,.56,.61000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.5,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.75,.56,.54000002,.58999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4,.56,.52999997,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.25,.54000002,.51999998,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.50999999,.56,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.75,.51999998,.5,.55000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
5,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.75,.81999999,.80000001,.83999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.25,.73000002,.70999998,.75,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.5,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2,.64999998,.62,.67000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.25,.62,.60000002,.64999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.5,.61000001,.58999997,.63,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.75,.60000002,.57999998,.62,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3,.58999997,.56,.61000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.25,.56999999,.55000001,.60000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.5,.56999999,.54000002,.58999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.75,.56,.54000002,.57999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4,.55000001,.51999998,.56999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.50999999,.56,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.5,.55000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.75,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
5,.50999999,.47999999,.52999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.5,.86000001,.85000002,.88,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.75,.79000002,.77999997,.81,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1,.75,.73000002,.75999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.25,.70999998,.69,.73000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.5,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.75,.64999998,.63,.67000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2,.63,.61000001,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.25,.62,.58999997,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.5,.60000002,.57999998,.62,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.75,.58999997,.56,.61000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.25,.56,.54000002,.57999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.5,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.75,.54000002,.50999999,.56,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4,.52999997,.50999999,.56,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.5,.51999998,.49000001,.54000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.75,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
5,.50999999,.47999999,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.5,.87,.85000002,.88999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.75,.81,.79000002,.82999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1,.76999998,.75,.80000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.25,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.5,.70999998,.68000001,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.75,.68000001,.64999998,.69999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2,.66000003,.63,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.25,.63,.60000002,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.5,.61000001,.57999998,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.75,.60000002,.56999999,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3,.58999997,.56,.62,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.25,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.5,.56999999,.52999997,.60000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.75,.56,.52999997,.58999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4,.56,.52999997,.58999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.25,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.5,.56999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.75,.52999997,.5,.56999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
5,.52999997,.49000001,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.5,.86000001,.85000002,.88,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.75,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1,.76999998,.75,.77999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.25,.73000002,.70999998,.75,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.5,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.64999998,.63,.67000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.61000001,.60000002,.63,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.60000002,.57999998,.62,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.58999997,.56999999,.61000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.57999998,.56,.60000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.56,.54000002,.57999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.51999998,.5,.54000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.50999999,.49000001,.52999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.81999999,.81,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.77999997,.75999999,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.74000001,.72000003,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.70999998,.69999999,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.67000002,.64999998,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.64999998,.63999999,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.63999999,.62,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.63,.61000001,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.61000001,.60000002,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.60000002,.58999997,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.57999998,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.56,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.56,.55000001,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.54000002,.51999998,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.54000002,.50999999,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.51999998,.5,.54000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.88,.86000001,.88999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.82999998,.81,.83999997,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.79000002,.76999998,.80000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.75,.73000002,.76999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.67000002,.64999998,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.64999998,.63,.67000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.63999999,.62,.66000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.63,.61000001,.64999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.62,.60000002,.63999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.60000002,.57999998,.63,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.58999997,.56999999,.62,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.57999998,.56,.60000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.56,.54000002,.58999997,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.56,.52999997,.57999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.54000002,.51999998,.56999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.86000001,.83999997,.87,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.79000002,.77999997,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.75,.74000001,.76999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.70999998,.69,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.66000003,.63999999,.68000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.64999998,.63,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.62,.60000002,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.60000002,.57999998,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.58999997,.56999999,.62,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.57999998,.56,.61000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.56,.52999997,.57999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.55000001,.51999998,.56999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.54000002,.50999999,.56,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.51999998,.5,.55000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.5,.47,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
